processed_at,processing_time_seconds,file_name,file_type,employee_name,employee_address,employee_ssn,employer_name,employer_address,employer_ein,name_confidence,address_confidence,id_confidence,overall_confidence,status,review_reason
2026-05-26T11:14:16.718128,9.66,W2_XL_input_clean_1029.pdf,clean,,,061-74-3844,"Harris, Wu and Phillips Ltd",68729 Sloan Junction Suite 353 Perezfurt AR 94828-5236,99-9301354,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:14:48.912911,13.45,W2_XL_input_clean_1031.pdf,clean,Bonnie Hernandez,96453 Molly Hollow Apt. 124 East Kathrynmouth AL,099-57-5786,Delgado LLC and Sons,,41-3923641,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:16:03.215783,16.04,W2_XL_input_clean_1035.pdf,clean,,,081-76-7172,Jones Inc PLC,,91-5606780,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:17:54.074870,10.94,W2_XL_input_clean_1043.pdf,clean,,,665-50-6675,Wright-Houston LLC,,21-0396592,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:18:22.954739,15.66,W2_XL_input_clean_1045.pdf,clean,,,040-57-9133,Hall LLC LLC,,31-9957695,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:18:32.625898,9.67,W2_XL_input_clean_1046.pdf,clean,,,457-50-9546,"Miller, Garcia and Burgess Inc",,92-5981669,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:18:52.723177,20.09,W2_XL_input_clean_1047.pdf,clean,,,661-07-8943,Dominguez PLC Inc,,76-6996539,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:19:14.971878,22.25,W2_XL_input_clean_1048.pdf,clean,Ashley Robinson,610 David Course Suite 060 East Yvonneside MO,136-23-7292,Young-Anderson Ltd,,36-3405192,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:33:33.565488,46.64,W2_XL_input_clean_1050.pdf,clean,,,193-60-1856,Davis Inc Group,,41-8513717,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:34:19.487911,45.92,W2_XL_input_clean_1051.pdf,clean,,,144-87-5432,Ferguson and Sons Ltd,721 Clay Wells Apt. 824 Chasebury SD 72036-5245,39-1373695,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:34:48.560891,14.32,W2_XL_input_clean_1053.pdf,clean,,,399-08-6361,Higgins-Hernandez Inc,,55-4661307,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:35:30.879798,22.58,W2_XL_input_clean_1055.pdf,clean,,,726-62-9792,Perez Inc Ltd,,47-2426766,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:35:47.146113,16.26,W2_XL_input_clean_1056.pdf,clean,Mathews-Graham Inc,3094 Melissa Lakes Suite 100 Montgomeryshire CA 51116-2642,707-83-8869,Mathews-Graham Inc,3094 Melissa Lakes Suite 100 Montgomeryshire CA 51116-2642,11-0663644,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T11:37:33.447822,11.11,W2_XL_input_clean_1060.pdf,clean,,,121-20-5864,Valenzuela Group and Sons,,02-2278823,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:37:46.736570,13.29,W2_XL_input_clean_1061.pdf,clean,,,306-79-6011,Gonzalez Ltd Group,522 Walker Drives Suite 666 East John VT 46003-7653,67-8930520,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:38:31.623489,11.77,W2_XL_input_clean_1063.pdf,clean,,,580-10-3447,Cook PLC Inc,181 Jose Summit Suite 685 Walshstad MT 88278-8106,25-7286456,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:38:53.637084,22.01,W2_XL_input_clean_1064.pdf,clean,Douglas Monroe,06431 Collins Highway Apt. 765 26727-2403,558-75-2295,"Martinez, Evans and Perry Inc",078 Cindy Rapids Suite 104 Gloriaborough PA 35112-8452,21-7664745,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:39:54.378773,39.9,W2_XL_input_clean_1067.pdf,clean,,,152-47-5066,Garcia Inc Inc,683 Bridges Springs Suite 352 South Meganside DE 72249-7422,41-5917072,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:40:57.395572,41.31,W2_XL_input_clean_1070.pdf,clean,,,591-92-9990,Mccoy-Stewart and Sons,,16-1148490,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:41:06.130581,8.73,W2_XL_input_clean_1071.pdf,clean,,,306-62-6738,Espinoza LLC Ltd,447 Craig Parkways Suite 000 Martinstad AL 83833-5918,37-7025691,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:41:30.676173,24.54,W2_XL_input_clean_1072.pdf,clean,,,831-09-4122,"Barton, Graves and Kelley and Sons",,04-4222837,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:43:21.106542,10.77,W2_XL_input_clean_1077.pdf,clean,,,773-45-3145,Herring LLC Group,,22-3892368,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:43:40.997730,9.21,W2_XL_input_clean_1079.pdf,clean,Eric Reynolds,6462 Coffey Ridge Suite 124 East Alexandertown NV,077-31-6593,"Mclean, Baldwin and Bowen Group",994 Lopez Loop East Katherine NC 69537-6929,45-4089146,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:44:04.203194,23.2,W2_XL_input_clean_1080.pdf,clean,,,481-42-1941,Gibbs LLC Group,,82-1139664,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:45:08.582807,22.69,W2_XL_input_clean_1083.pdf,clean,,,453-30-0766,"Washington, Sandoval and Cline Inc",,87-8882851,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:45:21.270826,12.68,W2_XL_input_clean_1084.pdf,clean,Fuller-Mitchell Ltd,83309 Ashley Extension Lake Dianeland IN 40399-9385,415-93-3863,Fuller-Mitchell Ltd,83309 Ashley Extension Lake Dianeland IN 40399-9385,38-5202787,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T11:47:32.039843,22.67,W2_XL_input_clean_1086.pdf,clean,Edgar Everett,1860 Carroll Islands Suite 643 East Alejandrofurt TX,056-47-8652,"Santana, Walters and Parker Inc",4388 Marsh Highway South Williammouth LA 33292-2624,11-9234175,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:48:44.082616,59.28,W2_XL_input_clean_1088.pdf,clean,Group Smith-Goodwin,2004 Lisa Walks Apt. 893 Karenberg NM 25129-5725,067-47-3958,Smith-Goodwin Group,2004 Lisa Walks Apt. 893 Karenberg NM 25129-5725,61-6918648,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T11:49:09.384083,11.58,W2_XL_input_clean_1090.pdf,clean,Elizabeth Russo,71278 Miller Roads Apt. 323 South Rogershire VT,084-32-1438,"Rivera, Mitchell and Harrison Ltd",85277 John Fort Apt. 439 North Timothy KS 16974-2856,90-1760012,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:49:23.054907,13.67,W2_XL_input_clean_1091.pdf,clean,Burns-Smith Ltd,05568 Pearson Centers Apt. 999 East John NY 04060-3893,685-04-2829,Burns-Smith Ltd,05568 Pearson Centers Apt. 999 East John NY 04060-3893,63-1277250,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T11:50:19.452664,8.66,W2_XL_input_clean_1093.pdf,clean,,,522-19-6385,Mccarthy-Crane Ltd,,24-1315390,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:50:32.178829,12.72,W2_XL_input_clean_1094.pdf,clean,,,870-57-1379,Underwood and Sons LLC,9631 Bird Tunnel Suite 767 Williamport WV 59548-4993,99-3029582,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:50:41.458231,9.28,W2_XL_input_clean_1095.pdf,clean,Mayo-Richmond Group,666 Leslie Pines Suite 460 Port Nicholasport WV 66676-2191,387-78-4467,Mayo-Richmond Group,666 Leslie Pines Suite 460 Port Nicholasport WV 66676-2191,84-7799514,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T11:51:45.713571,14.86,W2_XL_input_clean_1098.pdf,clean,John Williams,641 Webster Trail Port Jeremychester ME,219-99-2683,"Beasley, Castro and Mcmahon LLC",,11-0718699,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:51:59.107553,13.39,W2_XL_input_clean_1099.pdf,clean,,,224-99-6422,Nicholson-Scott LLC,164 Jennifer Neck Suite 217 Rogerstown ME 91423-0559,45-5140000,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:55:38.227957,13.67,W2_XL_input_clean_1100.pdf,clean,,,890-31-1369,Smith-Rosales PLC,011 Martha Mills Lake Stevenview CA 80041-2918,85-3386000,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:55:46.888703,8.65,W2_XL_input_clean_1101.pdf,clean,,,374-59-0391,Fernandez-Mason PLC,562 Summers Mills Suite 675 South Cynthiamouth NH 29645-0625,82-1284098,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:55:57.012348,10.12,W2_XL_input_clean_1102.pdf,clean,,,549-65-6023,Jones Ltd Ltd,,75-7824378,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:56:08.560368,11.54,W2_XL_input_clean_1103.pdf,clean,,,592-77-5624,Tucker Ltd Ltd,651 Shane Extension Lake David IN 19724-5161,51-6198601,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:57:17.136668,14.05,W2_XL_input_clean_1106.pdf,clean,Sergio Wright,445 Novak Stream Port Kevinville NJ,123-57-6973,Juarez Inc PLC,7137 Jared Wall Apt. 100 South Georgeshire RI 28350-7604,21-9572225,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:58:22.335113,22.67,W2_XL_input_clean_1109.pdf,clean,,,150-55-2485,Wolf and Sons and Sons,,44-3025750,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:59:44.877164,20.02,W2_XL_input_clean_1112.pdf,clean,,,585-23-3255,Turner-Powell and Sons,,56-7437876,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:00:32.002355,22.02,W2_XL_input_clean_1115.pdf,clean,,,254-44-3211,Richardson and Sons PLC,79673 Natalie Street Suite 637 West Jason SD 32789-8414,58-9881216,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:00:46.978289,14.97,W2_XL_input_clean_1116.pdf,clean,,,790-13-2002,Pope and Sons Group,3056 Holloway Courts Suite 131 Port Spencer RI 33316-7130,42-1960986,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:03:00.945998,13.34,W2_XL_input_clean_1121.pdf,clean,,,852-14-0412,"Thomas, Glenn and Price LLC",31432 Collins Lane Suite 877 East Brandonberg VT 37565-0913,35-4799316,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:04:02.087682,13.15,W2_XL_input_clean_1126.pdf,clean,Maria Osborne,700 Paul Circles East Paulachester NJ,620-72-7574,Bishop LLC Group,3151 Williams Radial Lake Jamesland VA 40404-3311,27-8519750,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:04:31.846425,12.48,W2_XL_input_clean_1128.pdf,clean,,,522-49-1342,Newton Ltd Group,,42-6960984,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:04:42.293307,10.44,W2_XL_input_clean_1129.pdf,clean,,,542-91-1912,Cook-Cox and Sons,,40-4448590,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:04:57.319039,15.02,W2_XL_input_clean_1130.pdf,clean,Inc Ray-Foster,1128 Melinda Neck Suite 038 Lake Garystad OH 61460-8259,757-83-5406,Ray-Foster Inc,1128 Melinda Neck Suite 038 Lake Garystad OH 61460-8259,01-2365032,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T12:06:32.884297,15.61,W2_XL_input_clean_1133.pdf,clean,Inc Alexander-Jacobs,16875 Lozano Knoll Apt. 874 West Williamtown MI 68086-8095,747-80-2333,Alexander-Jacobs Inc,16875 Lozano Knoll Apt. 874 West Williamtown MI 68086-8095,65-1636977,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T12:07:29.995249,11.72,W2_XL_input_clean_1137.pdf,clean,,,622-33-9568,Wilson-Atkins and Sons,2760 Jensen Dam Suite 636 Floreston NV 53958-2491,25-4463968,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:07:51.158612,21.16,W2_XL_input_clean_1138.pdf,clean,,,153-29-8425,"Johnson, Fletcher and Rose and Sons",,57-6893888,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:08:00.315461,9.15,W2_XL_input_clean_1139.pdf,clean,,,392-04-5826,"Gordon, Reed and Duran Inc",07832 Matthew Underpass Suite 193 Smithfort GA 69002-1546,65-5584503,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:08:08.727978,8.41,W2_XL_input_clean_1140.pdf,clean,,,293-66-6168,"Weber, Skinner and Fuller Ltd",,34-3781501,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:08:48.770266,40.04,W2_XL_input_clean_1141.pdf,clean,,,643-30-2996,Coleman-Shepherd and Sons,7281 Robin Road Suite 391 Jeffreyfurt FL 28057-4992,57-4209205,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:09:30.190452,41.41,W2_XL_input_clean_1142.pdf,clean,Donna Patel,35861 Dennis Tunnel Apt. New Elizabethport PA,389-55-8712,"Bryan, Nelson and Young Ltd",,75-7760572,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:10:07.830118,8.06,W2_XL_input_clean_1145.pdf,clean,,,498-71-2917,"Randolph, Raymond and Sanchez Group",,54-8997942,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:11:34.592533,9.75,W2_XL_input_clean_1148.pdf,clean,,,345-75-2546,Price-Ryan LLC,047 Mills Ford New Aprilberg NH 89099-4815,61-2857328,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:11:57.264322,22.67,W2_XL_input_clean_1149.pdf,clean,,,271-55-6036,Scott Inc Ltd,,81-3791180,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:13:48.051683,10.12,W2_XL_input_clean_1150.pdf,clean,,,218-35-9502,"Walker, Mcpherson and Chen Group",,85-2831918,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:14:25.991713,16.39,W2_XL_input_clean_1152.pdf,clean,,,568-21-1311,Hanson and Sons Ltd,,57-9839030,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:14:39.554147,13.56,W2_XL_input_clean_1153.pdf,clean,Benjamin Wright,9854 Brown Mission Suite 677 Lake Jamesbury CA,489-46-0111,"Knox, Robles and Burton PLC",,41-5868363,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:14:52.234545,12.67,W2_XL_input_clean_1154.pdf,clean,George Blair,2627 James Island Apt. 517 West Christinebury IN,399-92-8360,Green-Bryan Ltd,8304 Joshua Well Suite 533 West Tiffany MN 97748-7968,42-7969659,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:15:58.485139,11.94,W2_XL_input_clean_1158.pdf,clean,,,500-54-2374,Harris-Trevino LLC,40285 Angela Stream Apt. Joshuachester NC 48466-5647,12-8284505,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:16:13.499829,15.01,W2_XL_input_clean_1159.pdf,clean,,,364-04-1837,Santiago Ltd LLC,503 Kayla Plains Lake Amyberg FL 11599-3168,52-2579011,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:16:48.075962,12.39,W2_XL_input_clean_1161.pdf,clean,Group Oneill-Tucker,312 Patricia Stravenue Apt. 118 Jamesstad VA 06319-3026,196-96-7335,Oneill-Tucker Group,312 Patricia Stravenue Apt. 118 Jamesstad VA 06319-3026,73-4871434,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T12:19:17.841888,36.49,W2_XL_input_clean_1166.pdf,clean,,,633-81-0841,Shepherd Ltd LLC,9427 Wolf Land Suite 999 South Anthony WI 82862-7649,23-6687379,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:22:41.228953,95.19,W2_XL_input_clean_1174.pdf,clean,Christian Armstrong,8365 Katherine Grove Apt. 350 New Davidmouth TX,373-85-0443,"Hoffman, Clark and Glenn Ltd",18432 Adrienne Crescent Suite 717 West Kristin KY 92097-5373,51-0291196,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:22:59.437988,9.06,W2_XL_input_clean_1176.pdf,clean,,,373-32-2429,Spencer Ltd LLC,,33-0636720,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:23:14.611526,15.17,W2_XL_input_clean_1177.pdf,clean,,,114-81-3138,Smith-Kennedy Inc,,59-1060564,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:24:45.111345,14.27,W2_XL_input_clean_1180.pdf,clean,,,671-75-6983,"Casey, Green and Morales Ltd",09741 Cassandra Light Apt. 584 Craigbury AR 13746-3381,32-3883575,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:25:37.264510,30.86,W2_XL_input_clean_1182.pdf,clean,,,407-78-1906,"Johnson, Fischer and Dunn Ltd",,84-4569151,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:27:44.036475,11.15,W2_XL_input_clean_1190.pdf,clean,,,807-70-9709,"Bailey, Miller and Smith Group",,73-9511111,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:28:19.799870,9.76,W2_XL_input_clean_1193.pdf,clean,Kayla Morales,21034 Madison Land Suite 882 West Daniellefurt ID,851-04-7748,"Chandler, Moore and Grant Inc",,15-8931213,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:29:19.538159,44.49,W2_XL_input_clean_1195.pdf,clean,,,896-65-5539,"Kennedy, Walker and Anderson PLC",,67-8841878,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:29:31.188105,11.64,W2_XL_input_clean_1196.pdf,clean,,,838-36-8396,"Garcia, Spencer and Henderson Group",,80-7937301,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:29:43.618221,12.42,W2_XL_input_clean_1197.pdf,clean,,,678-28-1274,"Peters, Gill and Ryan Ltd",,80-8961916,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:30:22.850039,29.39,W2_XL_input_clean_1199.pdf,clean,,,706-24-6819,Diaz PLC Inc,89129 Wesley Junctions Suite 518 North Adriana OH 52281-5993,81-0327604,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:35:40.339820,14.23,W2_XL_input_clean_1200.pdf,clean,,,399-71-5465,Miller Group and Sons,,94-6803440,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T12:36:09.827190,29.48,W2_XL_input_clean_1201.pdf,clean,Veronica Martinez,17157 Howard Street 37839-4199,275-50-8196,"Diaz, Stout and Martin Inc",423 Melanie Islands Suite 462 Joelside PA 43261-5685,46-9100181,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T12:39:16.730159,19.28,W2_XL_input_clean_1209.pdf,clean,,,726-08-1681,Young-Peterson and Sons,87335 Anderson Trafficway Suite 072 West Heatherside KS 23634-6803,85-6343803,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
