file_name,gcs_uri,employee_name,employee_address,employee_ssn,employer_name,employer_address,employer_ein,name_confidence,address_confidence,id_confidence,overall_confidence,status,review_reason,processed_at
W2_XL_input_clean_1010.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1010.pdf,,,592-52-8367,Schaefer Group Ltd,18648 Costa Valleys Suite 011 78136-7800,36-2682044,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address",2026-05-25 20:37:33.574851+00:00
W2_XL_input_clean_1011.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1011.pdf,Jill Case,08470 Miller Stream Petersmouth IN 55359-2536,259-79-5957,Young-Perkins PLC,03348 Parker Hills Garciaside NE 06534-6570,68-0385441,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 4, SSN: 2.",2026-05-25 20:38:06.190849+00:00
W2_XL_input_clean_1012.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1012.pdf,Joseph Miller,68390 Blackwell Drive South Robert MD 20384-0111,246-23-8883,Mitchell-Price Ltd,5154 Amanda Station Suite 315 Jessicastad MA 10423-1803,91-4181453,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:38:22.393592+00:00
W2_XL_input_clean_1013.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1013.pdf,Jose Booker,27374 Henderson Oval Lake James NJ 32949-6377,725-40-6045,Mendoza-Matthews Group,712 Haley Meadow West Jeremymouth MD 23850-8575,75-1618704,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:38:32.969929+00:00
W2_XL_input_clean_1014.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1014.pdf,Virginia Smith,917 April Isle New Taylor IL 20087-0048,107-41-1388,Bailey-Gross and Sons,2965 James Manors Suite 021 Christopherburgh OK 23062-2861,25-4904377,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:38:45.985488+00:00
W2_XL_input_clean_1015.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1015.pdf,Aaron Swanson,672 Brian Common Suite 123 East Lisa UT 55739-1243,466-91-3126,Douglas LLC Ltd,84831 Hill Centers Apt. 984 Port Christianberg KS 62700-6312,63-3760542,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:38:59.463940+00:00
W2_XL_input_clean_1016.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1016.pdf,Laura Daniel,73200 Tammy Bridge Apt. 560 Chadfort ND 32994-7451,051-22-2256,Jones-Jones Group,706 Cook Island Apt. 840 Rubiotown IN 25520-9318,42-1580203,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:39:22.817366+00:00
W2_XL_input_clean_1017.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1017.pdf,Kristi Johnson,83396 Cross Pines Suite 762 Johnstonville SC 94521-0987,809-28-4999,Thomas-Boyd Inc,0432 Taylor Square South Georgeton IN 58391-0590,21-7956016,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:40:54.907009+00:00
W2_XL_input_clean_1018.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1018.pdf,Amy Cline,8632 Mcclure Curve Gailfort NJ 47117-3789,536-93-9326,"Rangel, Wiggins and Ortega Ltd",3460 Stevenson Islands Sarahbury WY 01038-0096,82-4064182,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:41:07.113912+00:00
W2_XL_input_clean_1019.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1019.pdf,Gregory Hart,5688 Poole Falls Stevenborough IL 36911-5545,786-31-8115,Young PLC Ltd,595 Brandon Wells Suite 061 Williamsstad NC 19079-3808,56-9378446,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:42:21.306350+00:00
W2_XL_input_clean_1020.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1020.pdf,Craig Conway,1982 Fitzgerald Motorway Suite 998 Lake Michellefort 98682,685-27-9841,"Edwards, Gonzalez and Good Inc",778 Julie Ferry Shellytown WI 66617-5965,22-9885201,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address,2026-05-25 20:42:32.860611+00:00
W2_XL_input_clean_1021.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1021.pdf,Brandon Powell,165 Brown Street Apt. 864 South Robertmouth 54177,566-27-1172,"Blackburn, Santos and Harper Ltd",750 Robert Mill Rebeccaland GA 22374-4695,02-6867459,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address,2026-05-25 20:43:19.831221+00:00
W2_XL_input_clean_1022.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1022.pdf,Joshua Chung,384 John Passage Suite 913 Lake Jasmine WI 79493-3115,667-08-6911,"Davis,",3422 Richard Park Apt. 580 Riosview NY 27951-2884,81-4051208,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:43:35.327449+00:00
W2_XL_input_clean_1023.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1023.pdf,Kevin Weiss,06811 Mark Street Lake Ronniestad VA 09568-0186,458-29-4861,Liu-Sanchez LLC,624 Morales Via Apt. 302 Hillfort AR 96417-7845,66-8796415,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:44:02.432354+00:00
W2_XL_input_clean_1024.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1024.pdf,Christina Rodgers,0699 Cory Manors Suite 511 Douglaschester OR 34077-4996,462-93-4192,"Hodges, Kelly and Marquez Inc",80373 Sean Lakes Fitzpatrickhaven MA 50067-2945,53-8183487,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:44:28.674431+00:00
W2_XL_input_clean_1025.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1025.pdf,Benjamin Howard,549 Wagner Turnpike North Jamesburgh 12503,419-46-9476,"Martinez, Frederick and Anderson Ltd",3033 Lewis Fords Port Jennifer MS 78994-4775,39-5248121,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address,2026-05-25 20:44:49.977488+00:00
W2_XL_input_clean_1026.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1026.pdf,Brenda Tate,87089 Henderson Island Suite 647 Roachborough NJ 31782-4528,757-72-5237,Johnson Inc LLC,99443 Jones Mews East Mariahville NY 43349-8056,36-4437953,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:45:08.117025+00:00
W2_XL_input_clean_1027.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1027.pdf,Steven Vazquez,768 Watts Stravenue Suite 613 North Amy SD 32309-8121,771-65-1503,Owens PLC Group,98265 Williamson Pine Suite 940 East Keithville AK 09182-5377,11-5111671,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:45:20.628370+00:00
W2_XL_input_clean_1028.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1028.pdf,Anna Green,26195 Shelly Station Christopherville 80376,521-99-2805,George PLC Group,75737 Steven Road Wilsonberg AK 60557-2508,04-6527118,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address,2026-05-25 20:45:34.864421+00:00
W2_XL_input_clean_1029.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1029.pdf,Vanessa Kirk,477 Cory Keys West Michaelburgh AL 14350-9499,061-74-3844,"Harris, Wu and Phillips Ltd",68729 Sloan Junction Suite 353 Perezfurt AR 94828-5236,99-9301354,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:47:42.701949+00:00
W2_XL_input_clean_1030.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1030.pdf,Amanda Carroll,220 Foley Ford Suite 426 Landryside VT 54626-5244,122-58-2268,Whitaker-Abbott LLC,8628 Pennington Square Johnsonview KY 35158-0958,80-2130083,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:47:58.826222+00:00
W2_XL_input_clean_1031.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1031.pdf,Bonnie Hernandez,96453 Molly Hollow Apt. 124 East Kathrynmouth 01397,099-57-5786,Delgado LLC and Sons,29967 William Divide East Joeside WV 10648-9860,41-3923641,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address,2026-05-25 20:48:13.183330+00:00
W2_XL_input_clean_1032.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1032.pdf,Stephen George,667 Moreno Islands Apt. 604 West John NE 82311-5239,106-54-4841,Newman Ltd Group,1922 Anthony Ramp Phillipside AR 69318-3649,80-2762530,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:48:44.245442+00:00
W2_XL_input_clean_1033.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1033.pdf,Jacob Gibbs,04274 Trevor Prairie Apt. 381 Whitefort MA 92004-2975,397-41-0692,Simmons-Sanchez LLC,7015 Thomas Views Suite 873 Garychester LA 52580-3224,32-3474379,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:49:02.692422+00:00
W2_XL_input_clean_1034.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1034.pdf,Charles Avila,66050 Hunt Valleys Apt. 689 Michaelport WY 62963-5613,737-88-7555,"Cole, Kim and Donaldson and Sons",01071 Boyd Key Suite 305 West Michael OK 83587-2313,58-1543494,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:49:17.214784+00:00
W2_XL_input_clean_1035.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1035.pdf,James Rodriguez,869 Roger Mountains Ryanfurt OK 59847-8037,081-76-7172,Jones Inc PLC,8985 Brandi Tunnel Davisstad RI 43134-3941,91-5606780,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:49:28.640665+00:00
W2_XL_input_clean_1036.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1036.pdf,John Moss,80934 Nicole Extensions Johnsshire WA 08923-2155,614-09-7439,Werner-Burke and Sons,34189 Cooper Square Suite 500 New Kellyberg OK 18948-4384,31-1225757,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:49:52.644769+00:00
W2_XL_input_clean_1037.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1037.pdf,Tammy Macdonald,267 Austin Unions Suite 494 Lake Joshuaside NJ 74371-6205,176-25-7940,"Wagner, Jacobs and Haney and Sons",61171 Martin Corner Apt. 963 Bowmanborough UT 51844-9881,30-7554983,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:50:14.713106+00:00
W2_XL_input_clean_1038.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1038.pdf,Dawn Fritz,856 Keith Harbor Apt. 417 Ryanview WI 94275-5086,602-67-7434,"Hernandez, Hansen and Shields Inc",48227 Brewer Turnpike Suite 121 North Brookeborough NM 05234-9796,10-3943671,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:50:28.687209+00:00
W2_XL_input_clean_1039.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1039.pdf,Kyle Munoz,32247 Lisa Curve Suite 086 Michaelport HI 77800-4418,828-11-6538,Clark Ltd Group,17639 Tracey Underpass Suite 193 West Matthewberg FL 42546-7137,84-4367198,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:50:42.008573+00:00
W2_XL_input_clean_1040.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1040.pdf,Seth Martinez,438 Brandon Point Apt. 407 Lake Victoriamouth WA 46507-8943,642-31-4416,"Montes, Townsend and Love and Sons",6663 Marcus Motorway Elizabethland NM 78391-7309,15-5102858,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:50:54.081852+00:00
W2_XL_input_clean_1041.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1041.pdf,David Hill,965 Rodgers Lake Apt. 548 New Denise NC 16717-9024,006-82-2022,Green Ltd and Sons,30514 Jones Square Apt. 551 Joshuaview ID 35691-4865,36-6424483,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:51:13.984874+00:00
W2_XL_input_clean_1042.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1042.pdf,Mrs. Debbie,3916 Stevens Center Apt. South Laura SD 62127-4608,631-44-6006,Bond Group Ltd,224 Burnett Spurs Thomasbury KS 92444-1701,53-6884461,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:51:36.838677+00:00
W2_XL_input_clean_1043.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1043.pdf,Greg Lucas,77681 Jose Roads South William MN 61284-4245,665-50-6675,Wright-Houston LLC,4463 Lowery Garden Michelletown WA 06151-2464,21-0396592,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:51:58.749113+00:00
W2_XL_input_clean_1044.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1044.pdf,Renee Howard,41137 Adams Parkways Suite 509 Carterchester AR 30369-0496,169-52-1407,Rose Ltd Ltd,695 Martinez Trail Suite 586 Laurafurt WI 74846-4827,41-3052139,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:52:20.580409+00:00
W2_XL_input_clean_1045.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1045.pdf,Sarah Marsh,42449 Chelsea Wells East Douglas LA 65758-5346,040-57-9133,Hall LLC LLC,7997 Tammy Dale Brandonshire OH 94405-4824,31-9957695,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:52:36.697224+00:00
W2_XL_input_clean_1046.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1046.pdf,Sergio Kelley,48451 Robles Parkway Lake Rachel VT 69158-0424,457-50-9546,"Miller, Garcia and Burgess Inc",6222 Caitlyn Villages Duarteside AR 34812-5208,92-5981669,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:53:31.145873+00:00
W2_XL_input_clean_1047.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1047.pdf,Theresa Benson,56348 Ochoa Pike Ginabury MD 89132-0217,661-07-8943,Dominguez PLC Inc,6147 Rodriguez Walks Amyborough GA 96712-7225,76-6996539,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:53:58.385879+00:00
W2_XL_input_clean_1048.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1048.pdf,Ashley Robinson,610 David Course Suite 060 East Yvonneside 67939,136-23-7292,Young-Anderson Ltd,6736 Mitchell Light Johnsonburgh NH 42593-4312,36-3405192,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address,2026-05-25 20:54:21.374525+00:00
W2_XL_input_clean_1049.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1049.pdf,John Watkins,525 Miller Rue Suite 193 East Brenda WV 77248-3377,749-31-0897,"Gordon, Meyers and Donaldson PLC",1673 Alyssa Corners Lake Jason WY 66701-0857,16-7087318,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:54:56.519438+00:00
W2_XL_input_clean_1050.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1050.pdf,Erin Carpenter,7314 Peters Crossing West Brianport OH 26465-0562,193-60-1856,Davis Inc Group,00405 John Row Jaimeshire UT 25832-0176,41-8513717,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:55:10.798880+00:00
W2_XL_input_clean_1051.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1051.pdf,Jacqueline White,23112 Barajas Camp Jenniferhaven OR 31434-6190,144-87-5432,Ferguson and Sons Ltd,721 Clay Wells Apt. 824 Chasebury SD 72036-5245,39-1373695,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:55:23.532709+00:00
W2_XL_input_clean_1052.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1052.pdf,Chad Rubio,9857 David Street Apt. 830 Port Kimberlyport ME 12330-3661,414-30-0177,Collins-Santana Ltd,5942 Harrison Bridge Fordburgh ME 88940-4075,68-9101777,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:55:37.141512+00:00
W2_XL_input_clean_1053.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1053.pdf,Curtis Brown,32376 David Knolls 60305-6241,399-08-6361,Higgins-Hernandez Inc,70790 Preston Route Fergusonside MN 12728-4844,55-4661307,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address,2026-05-25 20:55:49.575112+00:00
W2_XL_input_clean_1054.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_clean_1054.pdf,Mary Townsend,775 Mosley Cove Suite 784 Nelsonport SD 79593-1520,277-19-3875,Patel PLC Inc,09373 Turner Wells Jamesstad NH 69448-3206,46-9877168,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2.",2026-05-25 20:56:15.666468+00:00
W2_XL_input_noisy_2536.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_noisy_2536.pdf,,,117-37-3899,,,25-4831053,0.0,0.0,0.9,0.3,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address",2026-05-25 08:43:27.043263+00:00
W2_XL_input_noisy_2908.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_noisy_2908.pdf,,,513-43-4641,,,01-2702785,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address",2026-05-25 08:43:40.969215+00:00
W2_XL_input_noisy_2909.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_noisy_2909.pdf,,,815-14-3849,,,47-4303247,0.0,0.0,0.9,0.3,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address",2026-05-25 08:43:52.252845+00:00
W2_XL_input_noisy_2910.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_noisy_2910.pdf,,,606-28-8205,,,73-9436554,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address",2026-05-25 08:44:06.486377+00:00
W2_XL_input_noisy_2911.pdf,gs://firstgen-taxform-storage-2026/raw/W2_XL_input_noisy_2911.pdf,,,679-16-9791,,,26-7087160,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address",2026-05-25 08:44:23.329628+00:00
