processed_at,processing_time_seconds,file_name,file_type,employee_name,employee_address,employee_ssn,employer_name,employer_address,employer_ein,name_confidence,address_confidence,id_confidence,overall_confidence,status,review_reason
2026-05-26T11:08:58.736183,11.9,W2_XL_input_clean_1012.pdf,clean,Joseph Miller,68390 Blackwell Drive South Robert MD 20384-0111,246-23-8883,Mitchell-Price Ltd,5154 Amanda Station Suite 315 Jessicastad MA 10423-1803,91-4181453,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:09:07.124803,8.39,W2_XL_input_clean_1013.pdf,clean,,,725-40-6045,Mendoza-Matthews Group,,75-1618704,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:09:23.223145,16.1,W2_XL_input_clean_1014.pdf,clean,,,107-41-1388,Bailey-Gross and Sons,2965 James Manors Suite 021 Christopherburgh OK 23062-2861,25-4904377,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:09:43.648286,20.42,W2_XL_input_clean_1015.pdf,clean,Aaron Swanson,672 Brian Common Suite 123 East Lisa UT 55739-1243,466-91-3126,Douglas LLC Ltd,84831 Hill Centers Apt. 984 Port Christianberg KS 62700-6312,63-3760542,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:09:52.892056,9.24,W2_XL_input_clean_1016.pdf,clean,Laura Daniel,73200 Tammy Bridge Apt. 560 Chadfort ND 32994-7451,051-22-2256,Jones-Jones Group,706 Cook Island Apt. 840 Rubiotown IN 25520-9318,42-1580203,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:10:09.707351,16.81,W2_XL_input_clean_1017.pdf,clean,Kristi Johnson,83396 Cross Pines Suite 762 Johnstonville SC 94521-0987,809-28-4999,Thomas-Boyd Inc,,21-7956016,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:10:28.141622,18.43,W2_XL_input_clean_1018.pdf,clean,,,536-93-9326,"Rangel, Wiggins and Ortega Ltd",3460 Stevenson Islands Sarahbury WY 01038-0096,82-4064182,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:10:40.393837,12.25,W2_XL_input_clean_1019.pdf,clean,Gregory Hart,5688 Poole Falls Stevenborough IL 36911-5545,786-31-8115,Young PLC Ltd,595 Brandon Wells Suite 061 Williamsstad NC 19079-3808,56-9378446,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:10:52.166590,11.77,W2_XL_input_clean_1020.pdf,clean,Craig Conway,1982 Fitzgerald Motorway Suite 998 Lake Michellefort KS,685-27-9841,"Edwards, Gonzalez and Good Inc",,22-9885201,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:11:08.720515,16.55,W2_XL_input_clean_1021.pdf,clean,Brandon Powell,165 Brown Street Apt. 864 South Robertmouth TN,566-27-1172,"Blackburn, Santos and Harper Ltd",750 Robert Mill Rebeccaland GA 22374-4695,02-6867459,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:11:29.238472,20.52,W2_XL_input_clean_1022.pdf,clean,Joshua Chung,384 John Passage Suite 913 Lake Jasmine WI 79493-3115,667-08-6911,"Davis,",3422 Richard Park Apt. 580 Riosview NY 27951-2884,81-4051208,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:11:56.515294,27.27,W2_XL_input_clean_1023.pdf,clean,Kevin Weiss,06811 Mark Street Lake Ronniestad VA 09568-0186,458-29-4861,Liu-Sanchez LLC,624 Morales Via Apt. 302 Hillfort AR 96417-7845,66-8796415,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:13:01.154715,64.64,W2_XL_input_clean_1024.pdf,clean,Christina Rodgers,0699 Cory Manors Suite 511 Douglaschester OR 34077-4996,462-93-4192,"Hodges, Kelly and Marquez Inc",,53-8183487,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:13:11.983451,10.83,W2_XL_input_clean_1025.pdf,clean,,,419-46-9476,"Martinez, Frederick and Anderson Ltd",,39-5248121,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:13:27.264439,15.28,W2_XL_input_clean_1026.pdf,clean,Brenda Tate,87089 Henderson Island Suite 647 Roachborough NJ 31782-4528,757-72-5237,Johnson Inc LLC,,36-4437953,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:13:42.363429,15.1,W2_XL_input_clean_1027.pdf,clean,Steven Vazquez,768 Watts Stravenue Suite 613 North Amy SD 32309-8121,771-65-1503,Owens PLC Group,98265 Williamson Pine Suite 940 East Keithville AK 09182-5377,11-5111671,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:14:07.059738,24.69,W2_XL_input_clean_1028.pdf,clean,,,521-99-2805,George PLC Group,75737 Steven Road Wilsonberg AK 60557-2508,04-6527118,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:14:16.718128,9.66,W2_XL_input_clean_1029.pdf,clean,,,061-74-3844,"Harris, Wu and Phillips Ltd",68729 Sloan Junction Suite 353 Perezfurt AR 94828-5236,99-9301354,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:14:35.464104,18.74,W2_XL_input_clean_1030.pdf,clean,Amanda Carroll,220 Foley Ford Suite 426 Landryside VT 54626-5244,122-58-2268,Whitaker-Abbott LLC,,80-2130083,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:14:48.912911,13.45,W2_XL_input_clean_1031.pdf,clean,Bonnie Hernandez,96453 Molly Hollow Apt. 124 East Kathrynmouth AL,099-57-5786,Delgado LLC and Sons,,41-3923641,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:14:59.001852,10.09,W2_XL_input_clean_1032.pdf,clean,Stephen George,667 Moreno Islands Apt. 604 West John NE 82311-5239,106-54-4841,Newman Ltd Group,,80-2762530,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:15:09.666277,10.66,W2_XL_input_clean_1033.pdf,clean,Jacob Gibbs,04274 Trevor Prairie Apt. 381 Whitefort MA 92004-2975,397-41-0692,Simmons-Sanchez LLC,7015 Thomas Views Suite 873 Garychester LA 52580-3224,32-3474379,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:15:47.175377,37.51,W2_XL_input_clean_1034.pdf,clean,Charles Avila,66050 Hunt Valleys Apt. 689 Michaelport WY 62963-5613,737-88-7555,"Cole, Kim and Donaldson and Sons",01071 Boyd Key Suite 305 West Michael OK 83587-2313,58-1543494,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:16:03.215783,16.04,W2_XL_input_clean_1035.pdf,clean,,,081-76-7172,Jones Inc PLC,,91-5606780,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:16:19.249152,16.03,W2_XL_input_clean_1036.pdf,clean,John Moss,80934 Nicole Extensions Johnsshire WA 08923-2155,614-09-7439,Werner-Burke and Sons,34189 Cooper Square Suite 500 New Kellyberg OK 18948-4384,31-1225757,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:16:28.663163,9.41,W2_XL_input_clean_1037.pdf,clean,Tammy Macdonald,267 Austin Unions Suite 494 Lake Joshuaside NJ 74371-6205,176-25-7940,"Wagner, Jacobs and Haney and Sons",61171 Martin Corner Apt. 963 Bowmanborough UT 51844-9881,30-7554983,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:16:38.191991,9.53,W2_XL_input_clean_1038.pdf,clean,Dawn Fritz,856 Keith Harbor Apt. 417 Ryanview WI 94275-5086,602-67-7434,"Hernandez, Hansen and Shields Inc",48227 Brewer Turnpike Suite 121 North Brookeborough NM 05234-9796,10-3943671,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:16:59.566163,21.37,W2_XL_input_clean_1039.pdf,clean,Munoz Kyle,32247 Lisa Curve Suite 086 Michaelport HI 77800-4418,828-11-6538,Clark Ltd Group,17639 Tracey Underpass Suite 193 West Matthewberg FL 42546-7137,84-4367198,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:17:23.330453,23.76,W2_XL_input_clean_1040.pdf,clean,Seth Martinez,438 Brandon Point Apt. 407 Lake Victoriamouth WA 46507-8943,642-31-4416,"Montes, Townsend and Love and Sons",,15-5102858,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:17:33.456943,10.12,W2_XL_input_clean_1041.pdf,clean,David Hill,965 Rodgers Lake Apt. 548 New Denise NC 16717-9024,006-82-2022,Green Ltd and Sons,30514 Jones Square Apt. 551 Joshuaview ID 35691-4865,36-6424483,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:17:43.131781,9.67,W2_XL_input_clean_1042.pdf,clean,Mrs. Debbie,3916 Stevens Center Apt. South Laura SD 62127-4608,631-44-6006,Bond Group Ltd,,53-6884461,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:17:54.074870,10.94,W2_XL_input_clean_1043.pdf,clean,,,665-50-6675,Wright-Houston LLC,,21-0396592,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:18:07.292544,13.22,W2_XL_input_clean_1044.pdf,clean,Renee Howard,41137 Adams Parkways Suite 509 Carterchester AR 30369-0496,169-52-1407,Rose Ltd Ltd,695 Martinez Trail Suite 586 Laurafurt WI 74846-4827,41-3052139,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:18:22.954739,15.66,W2_XL_input_clean_1045.pdf,clean,,,040-57-9133,Hall LLC LLC,,31-9957695,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:18:32.625898,9.67,W2_XL_input_clean_1046.pdf,clean,,,457-50-9546,"Miller, Garcia and Burgess Inc",,92-5981669,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:18:52.723177,20.09,W2_XL_input_clean_1047.pdf,clean,,,661-07-8943,Dominguez PLC Inc,,76-6996539,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:19:14.971878,22.25,W2_XL_input_clean_1048.pdf,clean,Ashley Robinson,610 David Course Suite 060 East Yvonneside MO,136-23-7292,Young-Anderson Ltd,,36-3405192,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:19:38.158969,23.18,W2_XL_input_clean_1049.pdf,clean,John Watkins,525 Miller Rue Suite 193 East Brenda WV 77248-3377,749-31-0897,"Gordon, Meyers and Donaldson PLC",,16-7087318,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:33:33.565488,46.64,W2_XL_input_clean_1050.pdf,clean,,,193-60-1856,Davis Inc Group,,41-8513717,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:34:19.487911,45.92,W2_XL_input_clean_1051.pdf,clean,,,144-87-5432,Ferguson and Sons Ltd,721 Clay Wells Apt. 824 Chasebury SD 72036-5245,39-1373695,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:34:34.235739,14.75,W2_XL_input_clean_1052.pdf,clean,Chad Rubio,9857 David Street Apt. 830 Port Kimberlyport ME 12330-3661,414-30-0177,Collins-Santana Ltd,,68-9101777,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:34:48.560891,14.32,W2_XL_input_clean_1053.pdf,clean,,,399-08-6361,Higgins-Hernandez Inc,,55-4661307,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:35:08.301366,19.74,W2_XL_input_clean_1054.pdf,clean,Mary Townsend,775 Mosley Cove Suite 784 Nelsonport SD 79593-1520,277-19-3875,Patel PLC Inc,,46-9877168,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:35:30.879798,22.58,W2_XL_input_clean_1055.pdf,clean,,,726-62-9792,Perez Inc Ltd,,47-2426766,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:35:47.146113,16.26,W2_XL_input_clean_1056.pdf,clean,Mathews-Graham Inc,3094 Melissa Lakes Suite 100 Montgomeryshire CA 51116-2642,707-83-8869,Mathews-Graham Inc,3094 Melissa Lakes Suite 100 Montgomeryshire CA 51116-2642,11-0663644,0.0,0.95,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_name
2026-05-26T11:35:58.687358,11.54,W2_XL_input_clean_1057.pdf,clean,Cassandra Gonzalez,3589 Mark Knolls Suite 263 North Jillian IL 07886-9213,550-79-0373,Larsen Ltd Inc,,92-8733053,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:36:51.705071,53.01,W2_XL_input_clean_1058.pdf,clean,Jessica Gates,735 Nguyen Expressway Apt. 969 New Douglas NM 39271-8079,102-72-9090,"Vance, Richmond and Cole and Sons",7152 Jessica Spurs Apt. 979 West Zacharyfurt VT 03704-6366,64-1587731,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:37:22.333806,30.63,W2_XL_input_clean_1059.pdf,clean,Brendan Vaughn,40066 Jasmine Points Justinmouth VA 50559-9111,135-72-1937,Ramirez and Sons Group,,76-1046576,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:37:33.447822,11.11,W2_XL_input_clean_1060.pdf,clean,,,121-20-5864,Valenzuela Group and Sons,,02-2278823,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:37:46.736570,13.29,W2_XL_input_clean_1061.pdf,clean,,,306-79-6011,Gonzalez Ltd Group,522 Walker Drives Suite 666 East John VT 46003-7653,67-8930520,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:38:19.847384,33.11,W2_XL_input_clean_1062.pdf,clean,Luke Turner,76743 Steven Pines Apt. 200 Moodyview AL 69515-1892,849-85-9333,"Parker, Lyons and Braun LLC",,31-3986681,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:38:31.623489,11.77,W2_XL_input_clean_1063.pdf,clean,,,580-10-3447,Cook PLC Inc,181 Jose Summit Suite 685 Walshstad MT 88278-8106,25-7286456,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:38:53.637084,22.01,W2_XL_input_clean_1064.pdf,clean,Douglas Monroe,06431 Collins Highway Apt. 765 26727-2403,558-75-2295,"Martinez, Evans and Perry Inc",078 Cindy Rapids Suite 104 Gloriaborough PA 35112-8452,21-7664745,0.95,0.0,0.95,0.6333333333333333,NEEDS_REVIEW,Missing or incomplete customer field(s): employee_address
2026-05-26T11:39:06.441811,12.8,W2_XL_input_clean_1065.pdf,clean,Anna Price,59816 Sims Cliffs Jacobsport CO 33884-9761,395-45-3047,Jefferson Group Group,4535 Mark Street Jennifertown NV 80786-0138,58-1516542,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:39:14.472395,8.03,W2_XL_input_clean_1066.pdf,clean,Amy Allison,1914 Christy Plaza Michaelland NY 10265-1301,612-91-5447,Miller and Sons Inc,616 Vickie Freeway Elizabethshire AZ 17127-2369,80-6944527,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:39:54.378773,39.9,W2_XL_input_clean_1067.pdf,clean,,,152-47-5066,Garcia Inc Inc,683 Bridges Springs Suite 352 South Meganside DE 72249-7422,41-5917072,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:40:04.996021,10.61,W2_XL_input_clean_1068.pdf,clean,Sarah Russell,9858 Justin Curve Apt. 968 New Stevenstad NM 75301-5807,168-07-8916,Miller Group Ltd,664 Jonathan Cove Suite 594 Smithfurt WY 62999-5228,50-2958253,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:40:16.085090,11.09,W2_XL_input_clean_1069.pdf,clean,Isaiah Vasquez,34680 Stephanie Mountain Apt. 053 Zimmermanberg TX 76310-9046,184-85-8120,Smith Group LLC,24668 Alicia Rue Suite 076 East Joshua OH 06869-4912,95-3293796,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:40:57.395572,41.31,W2_XL_input_clean_1070.pdf,clean,,,591-92-9990,Mccoy-Stewart and Sons,,16-1148490,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:41:06.130581,8.73,W2_XL_input_clean_1071.pdf,clean,,,306-62-6738,Espinoza LLC Ltd,447 Craig Parkways Suite 000 Martinstad AL 83833-5918,37-7025691,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:41:30.676173,24.54,W2_XL_input_clean_1072.pdf,clean,,,831-09-4122,"Barton, Graves and Kelley and Sons",,04-4222837,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:42:24.079378,53.4,W2_XL_input_clean_1073.pdf,clean,Michael Mclaughlin,7131 Jones Divide Suite 614 North Andrew NM 78429-9291,486-78-7777,"Wiley,",,27-2304573,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:42:45.511680,21.43,W2_XL_input_clean_1074.pdf,clean,Jamie Khan,3679 Lawrence Stravenue Apt. 918 Lake Edward WI 83285-7008,376-30-8843,"Burch, Herring and Burgess and Sons",88858 Troy Plaza Suite 516 West Jenna OH 87395-0664,05-0653478,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:42:54.440061,8.92,W2_XL_input_clean_1075.pdf,clean,Robert Griffin,8319 Angel Row Suite 800 New Jessica ME 98987-7394,620-65-7280,"Duncan, Shepard and Shea Inc",8890 Kim Locks Moraton OR 32366-6042,73-4492049,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:43:10.331535,15.89,W2_XL_input_clean_1076.pdf,clean,Tina Phillips,63753 Giles Lane Roseburgh ND 94257-8266,403-96-9955,Adams-Medina Group,940 Kara Ramp Suite 244 West Brian NE 46163-2234,62-9225995,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
2026-05-26T11:43:21.106542,10.77,W2_XL_input_clean_1077.pdf,clean,,,773-45-3145,Herring LLC Group,,22-3892368,0.0,0.0,0.95,0.31666666666666665,NEEDS_REVIEW,"Missing or incomplete customer field(s): employee_name, employee_address"
2026-05-26T11:43:31.786303,10.68,W2_XL_input_clean_1078.pdf,clean,Debbie Castillo,916 Bell Island Suite 694 Morrisonstad ID 78140-6085,521-32-5512,"Miller, Perez and Byrd and Sons",80583 Garcia Neck Apt. 831 Petersenville WA 63831-2935,87-9331073,0.95,0.95,0.95,0.9499999999999998,AUTO_APPROVED,"Required customer fields are complete. Repeat evidence - name: 2, address: 2, SSN: 2."
